"cause_area","name","description","address","website","contact_number","email","city"
"youth-education-h-k","Kids Action for Kids","Kids Action for Kids Martin Brekke  : Chairman Kids Action for kids is a Norwegian organization formally established in 2009 by
    Brekke's brothers.  The organization work to help less fortunate kids in Thailand focussing on raising money to support surgery for kids with facial deformities, cleft lips and cleft
    palates.  One of the dominent partner of Kids Action for kids is Operation Smile Foundation which is responsible for surgery, medical planning and follow up patients. The Kids Action for kids is registered as Not-for-Profit organization in Norway
    and also being a member of The Norwegian Control for Fundraising Registry. Contact : Kids Action for Kids Attn: Vera Friberg Fosshaugveien 38 3647 Hvittingfoss Norway Phone : Norway +47 90 15 78 60 : Thailand +66 89 444 2000","","http://www.kidsactionforkids.org/","+47 90 15 78 60","mail@kidsactionforkids.org"," "
"youth-education-h-k","Kids Ark Foundation","Kids Ark Foundation Kids Ark Foundation provide helping orphaned children whom affected by HIV/AIDS by giving them shelters, medical health care and consecutive children for almost 360 children who are under the care of Kids Ark Foundation in Northern Thailand. Contact : Kids Ark USA Post Office Box 291 Peterborough, NH 03458 USA719 Kids Ark Foundation Post Box Number 116 Chiang Mai Thailand 50301","","http://www.kidsarkfoundation.org/"," "," "," "
"youth-education-h-k","Kid Home","Kid Home Kid Home is an orphanage for those children whose parents are HIV/AIDS infected patients, and mostly those children are also HIV/AIDS infected.  The home is under Prabatnampu Foundation
    where is a charity taking care and treat HIV/AIDS infected patients in Prabatnampu temple. Contact : Kid Home 2 Moo 5 Tumbol Dongdindeaang Amphur NongMuang  Lopburi Province Thailand 15170 Tel : 036-7968888, 081-8313441","","http://www.kidhome.org/","036-7968888, 081"," ","NA"
"youth-education-h-k","Kuvanant Foundation","Kuvanant Foundation kuvanantfoundation.org Kuvanant Foundation aims to promote education among disadvantage and disabilities children by allocate fund as educational scholarship to them as well as Thai culture and moral cultivation. Contact : Kuvanant Foundation 359/2 Mitraphap Rd. Amphur Meuang Khonkean Thailand 4000 Tel 043-225-700 to 11 Fax 043-225-719",""," ","043-225-700 "," "," "
"youth-education-l-r","Life Skills Development
    Foundation","Life Skills Development
    Foundation Providing child-friendly school programs (Chiang
    Mai) The Life Skills Development Foundation (TLSDF) is a non-governmental organization striving to improve the quality of life for vulnerable children
    and their families in northern Thailand with regard to the general principles of the United Nations Convention on the Rights of the Child (UNCRC), ratified by the government in 1992. In Thai, our organization is called ""Rak Dek,"" meaning, ""to protect children."" Contact: Telephone: 05321 2757-8 Province: Chiang Mai Address: 114/19 Moo 2, Ban Jed Yod, T.Chang Phuak, A.Muang Chiang Mai, Chiang Mai , Thailand 50300","114/19 Moo 2, Ban Jed Yod, T.Chang Phuak,","http://www.rakdek.or.th","05321 2757-8","tlsdf@rakdek.or.th"," Chiang Mai"
"youth-education-l-r","Light for Kids
    Foundation","Light for Kids
    Foundation To look after orphans and widows in their distress/ and to keep oneself from being polluted by the world. Contact: Mr.Nipon Chaocharernpon - Director Telephone: 086 921 5651 Province: Chiang Mai Address:  122 M.2, T. Nonghan, A.Sansai,Chiang Mai, Thailand 50290 Volunteers: Yes Review: See our the foundation review","122 M.2, T. Nonghan, A.Sansai,Chiang Mai, Thailand 50290","http://www.lightforkids.org/","086 921 5651",""," Chiang Mai"
"youth-education-l-r","The Lotus Flower Foundation","The Lotus Flower Foundation Eradicate the abuse of children in Thailand and surrounding countries by  raising social awareness through sustainable methods such as policy change and education, encouraging social cooperation to report child abuse, assisting victims in rehabilitation through professionally run shelters. Contact: Telephone: 085 701 04 81 Province: Switzerland/Bangkok Address: Fullerton, 1219/90 Sukhumvit, Wattana, Bangkok 10110","Fullerton, 1219/90 Sukhumvit, Wattana, Bangkok 10110","http://www.thelotusflowerfoundation.org/","085 701 04 81","info@thelotusflowerfoundation.org"," Switzerland/Ba"
"youth-education-l-r","Mercy Ministries Foundation (MMF)","Mercy Ministries Foundation (MMF) Christian homes for children in northern Thailand (Chiang Rai) Contact: Telephone: 053 705 273 Province: Chiang Rai Address: PO Box 6, Chiangrai, 57000 Thailand Volunteers: YES Review:","PO Box 6, Chiangrai, 57000 Thailand","http://www.mmfthailand.org","053 705 273","contactus@mmfthailand.org"," Chiang Rai"
"youth-education-l-r","Melissa Cosgrove Children's foundation","Melissa Cosgrove Children's foundation The Foundation works in Thailand, Myanmar (Burma) and Pakistan bringing hope and happiness to disadvantaged children - children with HIV/Aids, street children, slum dwelling children, trafficked
    children and orphans. Contact: Telephone: Province: Address: United Kingdom","United Kingdom","http://www.mccf.uk.com","","info@mccf.uk.com",""
"youth-education-l-r","Mercy Ministries Foundation","Mercy Ministries Foundation Mercy Ministries Foundation provides shelter and educational support to orphans who are under the care of Christian Happy Home, there are three operational
    areas, in Cambodia , a Southern and Nothern of Thailand. contact : Mercy Ministries Foundation P.O.Box 6, Chiang Rai 57000 Thailand.","","www.mmfthailand.org/"," "," "," "
"youth-education-l-r","New Vision for Life Foundation","New Vision for Life Foundation To give each child all the tender loving care possible, to do this with compassion and understanding, and to enhance the quality of life of all the babies and children coming to the home, for however long or short their stay may be. Contact: K.Kawin Watthanijchariya Telephone: +668 6910 7107 Province: Chiang Rai Address: Moo 5 Moo Ban Pangah, A.Wiang Papao, Chiangrai 57260","Moo 5 Moo Ban Pangah, A.Wiang Papao, Chiangrai 57260","http://www.newvisionhome.org","+668 6910 7107","kawin10@gmail.com"," Chiang Rai"
"youth-education-l-r","Nor Giank Baby Home","Nor Giank Baby Home To give each child all the tender loving care possible, to do this with compassion and understanding, and to enhance the quality of life of all the babies and children coming to the home, for however long or short their stay may be. Contact: Linda Der Kevorkian Telephone: 02258-5252 Province: Bangkok Address: 59/33 Soi Than Ying , Phuangratana Prapai,
    Sukhumvit 26, Klong Toey, Bangkok 10110 Volunteers: Yes Review:","59/33 Soi Than Ying , Phuangratana Prapai,
    Sukhumvit 26, Klong Toey, Bangkok 10110","http://www.scottmurray.com/norgiank.htm","02258-5252","norgiank@inet.co.th"," Bangkok"
"youth-education-l-r","Operation Blessing Foundation (Thai)","Operation Blessing Foundation (Thai)","","http://obthailand.org/ob/"," "," "," "
"youth-education-l-r","Operation Blessing Department has begun its humanitarian assistance by reaching out to needy groups in Chiang Mai province from May 1999 and expanded our field
    areas throughout Thailand until now. Our department started with 2 staff members until we presently have 8 planning and operation officers on staff today.  Our staff responsibilities mainly
    involve planning and operating humanitarian and social programs and supporting local community development work by partnering with local churches and local organizations existing in the field.
     We aim to help and develop each community according to local cultural context in our targeted areas.","Operation Blessing Department has begun its humanitarian assistance by reaching out to needy groups in Chiang Mai province from May 1999 and expanded our field
    areas throughout Thailand until now. Our department started with 2 staff members until we presently have 8 planning and operation officers on staff today.  Our staff responsibilities mainly
    involve planning and operating humanitarian and social programs and supporting local community development work by partnering with local churches and local organizations existing in the field.
     We aim to help and develop each community according to local cultural context in our targeted areas. Contact : 320 Moo 2 Ban Pothong-Jaroen Chiangmai-Chiangrai Rd. Tumbon Cherngdoi, Amphur Diosaket, Chiangmai 50220 Tel. 053-291164-5",""," ",". 053-291164-5"," "," "
"youth-education-l-r","Opportunity Foundation","Opportunity Foundation Alleviate Suffering and Provide Rehabilitation for Victims of Abuse and Trafficking in the Mekong Sub Region. Contact: Telephone: 04462 2690 Province: Buri Ram Address: 72/7 Sangkhakadprachanusorn Rd.,
    Nang Rong, Buriram 31110 Volunteers: Yes Review:","72/7 Sangkhakadprachanusorn Rd.,
    Nang Rong, Buriram 31110","http://www.opportunityfoundation.org","04462 2690","village@opportunityfoundation.org"," Buri Ram"
"youth-education-l-r","Phyathai Babies' Home","Phyathai Babies' Home Phyathai Babies' Home. Volunteer help could ease the load for abandoned infants waiting for a home Contact: Nonthinee Petpaisit Telephone: 02-245-5635, 02-246-8748 or 02-247-9190. Province: Bangkok Address:  78/24 M.1, T.Bangtalad, A.Pakkred, Nonthaburi 11120. Volunteers: Review:","78/24 M.1, T.Bangtalad, A.Pakkred, Nonthaburi 11120.","http://www.phayathaibabieshome.go.th /main.php","02-245-5635,","webmaster@phayathaibabieshome.go.th"," Bangkok"
"youth-education-l-r","Pakred Babies Home Foundation","Pakred Babies Home Foundation Government orphanage for abandoned children from birth to five years. Contact: K. Som Telephone: 02 583 8314 Province: Nonthaburi Address: 78/1 Moo 1, Thivanon Road, Pakret, Nonthaburi Volunteers: Yes Review:","78/1 Moo 1, Thivanon Road, Pakret, Nonthaburi","http://Pakred Babies  Home Foundation","02 583 8314","pakkredbabieshome@hotmail.com"," Nonthaburi"
"youth-education-l-r","Pak Kret Dental Project","Pak Kret Dental Project Armed with toothbrush and paste, volunteers can make a big difference to the lives of needy children. A group of dentists is
    leading the way. Contact: Dr Amput Intaraprasong Telephone: 02-218-8908 Province: Bangkok Address: Faculty of Dentistry, Chulalongkorn
    University Volunteers: Review:","Faculty of Dentistry, Chulalongkorn
    University","http://www.bangkokpost.com/outlookwecare/index01 .html","02-218-8908",""," Bangkok"
"youth-education-l-r","Pattaya Street Kids
    Support Project","Pattaya Street Kids
    Support Project Providing goods and services, education and accommodation for street children Contact: Telephone: +44 (01903) 763286 Province: United Kingdom Address: 12 Dankton Lane, Sompting, Lancing, West Sussex BN15 0EA United Kingdom Volunteers: Review:","12 Dankton Lane, Sompting, Lancing, West Sussex BN15 0EA","http://www.pattayastreetkids.homestead.com","+44 (01903)","streetkids@ntlworld.com"," United Kingdom"
"youth-education-l-r","Phibulsongkroh Foundation, Children's Fund","Phibulsongkroh Foundation, Children's Fund Get to live relatively close to their jailed mothers and to go for visits once a week. Contact: Basaba Sakrangkul, director of Social Work and Social Welfare, Prison Telephone: 02-967-3556-7 Province: Bangkok Address: 33/1231 Ngamwongwan Road, Chatuchak, Bangkok 10900. Volunteers:","33/1231 Ngamwongwan Road, Chatuchak, Bangkok 10900.","http://www.correct.go.th /piboon/page8.html","02-967-3556-7",""," Bangkok"
