UEN No,Charity Status,Date of Charity Registration,IPC Status,IPC Period,Website,Details URL,country,name,address,cause_area
S72SS0009K,Registered,10/10/1985,Not applicable,Not applicable,http://www.ssabuddhist.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MjYwMjk1YWEtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,SINGAPORE SOKA ASSOCIATION,10 TAMPINES STREET 81   Singapore 529014,Religious
200210728W,Registered,02/05/2003,Not applicable,Not applicable,http://www.sportsschool.edu.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OWNlNDVmZWYtNzg2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,SINGAPORE SPORTS SCHOOL LTD.,1 CHAMPIONS WAY   Singapore 737913,Sports
S70SS0024H,Registered,21/02/2011,Live,From 12/03/2015 To 11/03/2018,http://www.sgsquash.com,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZGRkZjI5MzItNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,SINGAPORE SQUASH RACKETS ASSOCIATION,3 STADIUM DRIVE #01-33  Singapore 397630,Sports
S61SS0088B,Registered,30/11/2010,Live,From 01/07/2015 To 30/06/2018,http://www.swimming.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MzMwMjRiOGItN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Singapore Swimming Association,7 STADIUM DRIVE #01-50  Singapore 397632,Sports
197801125M,Registered,01/01/1983,Live,From 02/04/2015 To 01/04/2018,http://www.sso.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OTcwMjgxZDAtNzg2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,SINGAPORE SYMPHONIA COMPANY LIMITED,11 EMPRESS PLACE  VICTORIA MEMORIAL HALL Singapore 179558,Arts and Heritage
S65SS0005E,Registered,01/01/2011,Not applicable,Not applicable,http://www.stta.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NTkxZmZjNDQtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Singapore Table Tennis Association,297-C Lorong 6 Toa Payoh   Singapore 319389,Sports
S74SS0031A,Registered,12/01/2011,Live,From 01/02/2017 To 31/01/2020,http://www.stf.sg/index.php,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YzUzYTJkNmEtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Singapore Taekwondo Federation,260A Tanjong Katong Road   Singapore 437048,Sports
S57SS0016B,Registered,11/01/2005,Not applicable,Not applicable,http://www.styc.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MjViODRjMTItN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Singapore Tamil Youths' Club,89 Short Street #06-11 Golden Wall Centre Singapore 188216,Others
S62SS0005A,Registered,01/07/1985,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OWNiYWRlYTItN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Singapore Tao Yuan also named The World Red Swastika Society (Singapore Administration Centre),76 Keng Lee Road   Singapore 219251,Religious
200306728C,Registered,30/07/2003,Not applicable,Not applicable,http://www.taxi.org.sg/index.htm,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YTJlYTdmZmItNzg2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,SINGAPORE TAXI ACADEMY,46 KIM YAM ROAD #04-15 THE HERENCIA Singapore 239351,Others
199703832N,Registered,02/05/1998,Live,From 01/06/2016 To 31/05/2018,http://www.step.com.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NWM1OTU4ZGItNzg2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,SINGAPORE TECHNOLOGIES ENDOWMENT PROGRAMME LIMITED,60B ORCHARD ROAD #06-18 THE ATRIUM @ ORCHARD Singapore 238891,Others
S62SS0049E,Registered,31/12/2010,Live,From 22/04/2017 To 21/04/2019,http://www.singtennis.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NTc4OTUyMzctN2I2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Singapore Tennis Association,100 TYRWHITT ROAD #04-02 JALAN BESAR SWIMMING COMPLEX Singapore 207542,Sports
201027503Z,Registered,25/03/2011,Not applicable,Not applicable,http://singaporeteochewfoundation.com.sg/,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NzliN2EyOTItNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,SINGAPORE TEOCHEW FOUNDATION LIMITED,1 MARINA BOULEVARD #28-00 ONE MARINA BOULEVARD Singapore 018989,Social and Welfare
S68SS0003F,Registered,24/04/1987,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MWIzMzI4MTUtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,"Singapore Thomson Road Baptist Church, The",45 Thomson Road   Singapore 307584,Religious
196000175E,Registered,25/11/1983,Live,From 01/07/2016 To 30/06/2018,http://www.stcmi.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ODIzYWNkY2UtNzg2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,SINGAPORE THONG CHAI MEDICAL INSTITUTION,50 CHIN SWEE ROAD #01-01 THONG CHAI BUILDING Singapore 169874,Health
200008878C,Registered,22/12/2000,Live,From 01/11/2016 To 31/10/2018,http://www.stpi.com.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=Y2RlYTMxMWYtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,SINGAPORE TYLER PRINT INSTITUTE,80 RAFFLES PLACE #32-01 UOB PLAZA 1 Singapore 048624,Arts and Heritage
T12CC0001L,Registered,07/02/2012,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YWQ4ZDcyOTYtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Singapore Universities Trust,1 North Buona Vista Drive   Singapore 138675,Education
200504979Z,Registered,10/06/2005,Live,From 11/07/2017 To 10/07/2019,http://www.suss.edu.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YWUwNTU3ZTktNzg2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,SINGAPORE UNIVERSITY OF SOCIAL SCIENCES,461 CLEMENTI ROAD   Singapore 599491,Education
200913519C,Registered,21/07/2009,Live,From 21/07/2016 To 20/07/2019,http://www.sutd.edu.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OWIzYWQ4ZTEtNzg2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,SINGAPORE UNIVERSITY OF TECHNOLOGY AND DESIGN,8 SOMAPAH ROAD  SG UNI OF TECHNOLOGY AND DESIGN Singapore 487372,Education
S86SS0015K,Registered,24/11/1998,Not applicable,Not applicable,http://www.sua.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MjQzMzI4MTUtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Singapore Urological Association,28 SIN MING LANE #05-143 MIDVIEW CITY Singapore 573972,Health
T01SS0015J,Registered,19/01/2011,Live,From 17/02/2016 To 16/02/2018,http://www.swf.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MDg5ZjA4NDMtN2I2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Singapore Weightlifting Federation,1085 EUNOS AVENUE 7A  EUNOS INDUSTRIAL ESTATE Singapore 409535,Sports
S92SS0102B,Registered,19/02/2016,Not applicable,Not applicable,www.sws.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YTJmNWFkZjQtYjM5MS00OTRjLTkzMjQtOWY5NGRlODAyODVk,Singapore,Singapore Wind Symphony (SWS),170 GHIM MOH ROAD #02-01 ULU PANDAN COMMUNITY CENTRE Singapore 279621,Arts and Heritage
S54SS0010L,Registered,21/03/2002,Live,From 01/07/2017 To 31/12/2018,http://www.ncss.gov.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NjUyMDI3NjQtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Singapore Women's Association (Persatuan Wanita Singapura),409 Serangoon Central #01-303  Singapore 550409,Social and Welfare
S68SS0017F,Registered,01/03/2011,Live,From 08/06/2016 To 07/06/2019,http://www.wuzong.com,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NjA3NjMzZWYtNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,SINGAPORE WUSHU DRAGON & LION DANCE FEDERATION,50 SERANGOON AVENUE 2 #04-01  Singapore 556129,Sports
S61SS0078H,Registered,19/01/2011,Live,From 07/03/2017 To 06/03/2019,http://www.xiangqi.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=N2I2ODM4NjYtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Singapore Xiangqi General Association (SIXGA),51 Bishan Street 13 #01-01  Singapore 579799,Sports
S71SS0050L,Registered,25/09/1985,Not applicable,Not applicable,http://www.syfc.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NzEyNTU2YjUtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Singapore Youth Flying Club,515 WEST CAMP ROAD   Singapore 797695,Others
S60SS0017K,Registered,03/08/1988,Not applicable,Not applicable,http://www.syfc.org.sg/,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=Y2VlZGUxMzktNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Singapore Youth for Christ,10 Lorong 27A Geylang #03-01 Emmanuel House Singapore 388107,Religious
T05CC1856B,Registered,04/02/2005,Not applicable,Not applicable,www.singaporechinafoundation.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZTM2YTcwZjQtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,SINGAPORE-CHINA PREMIER SCHOLARSHIP FUND,6 SHENTON WAY #41-01 OUE DOWNTOWN Singapore 068809,Education
200513106D,Registered,15/11/2005,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NTc2ODRhZDYtNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,SINGAPORE-INDIA PARTNERSHIP FOUNDATION,80 RAFFLES PLACE #25-01 UOB PLAZA Singapore 048624,Others
201624016E,Registered,27/03/2017,Live,From 27/03/2017 To 26/03/2018,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MTgwNWE2MjMtYWVjMi1lNjExLTg3MzAtMDAwYzI5ZjYzOWJh,Singapore,SINGHEALTH FUND,31 THIRD HOSPITAL AVENUE #03-03  Singapore 168753,Health
200615018Z,Registered,09/02/2007,Live,From 01/05/2016 To 30/04/2018,http://www.singtheatre.com,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MjJmMzkxMzgtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,SING'THEATRE LTD.,37 NOVENA TERRACE   Singapore 307921,Arts and Heritage
T11SS0032A,Registered,12/09/2012,Not applicable,Not applicable,www.facebook.com/singyouthhub,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZWI0Y2FmZDMtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,SINGYOUTH HUB,141 CECIL STREET #05-00 TUNG ANN ASSOCIATION BUILDING Singapore 069541,Social and Welfare
T01SS0147G,Registered,02/05/2003,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZWNlMmFhNTktN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Sion Christian After-Care Services Centre,99 Fidelio Street   Singapore 458470,Social and Welfare
S84SS0048C,Registered,07/05/1987,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NDEyMDI3NjQtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Sion Christian Church,42 & 47 Koon Seng Road   Singapore 426980,Religious
S41SS0003J,Registered,26/09/2001,Not applicable,Not applicable,http://www.slmusic.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MzJjOTliNzYtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Siong Leng Musical Association,2 & 4 Bukit Pasoh Road   Singapore 089816,Arts and Heritage
S89CC0636D,Registered,25/03/1989,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MjhmMzkxMzgtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,SIR MANASSEH MEYER CHARITABLE TRUST,21 COLLYER QUAY #10-02 HSBC BUILDING Singapore 049320,Religious
T06CC1996G,Registered,20/10/2006,Live,From 30/09/2016 To 29/09/2019,http://www.sji-international.com.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZGZjNzdiMzAtN2I2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,SJI INTERNATIONAL BUILDING AND DEVELOPMENT FUND,490 THOMSON ROAD   Singapore 298191,Education
T06CC1997C,Registered,20/10/2006,Live,From 30/09/2016 To 29/09/2019,http://www.sji-international.com.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MDczNTcyZGEtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,SJI INTERNATIONAL SCHOLARSHIPS AND BURSARIES FUND,490  THOMSON ROAD   Singapore 298191,Education
T15CC0002L,Registered,07/04/2015,Live,From 10/04/2017 To 09/04/2019,http://www.ssg.gov.sg/,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZmVjMjc1YjktM2VjMS1lNDExLWEwZmUtMDAwYzI5ZjYzOWJh,Singapore,SkillsFuture Jubilee Fund,1 MARINA BOULEVARD #16-01 ONE MARINA BOULEVARD Singapore 018989,Others
201305017E,Registered,17/04/2013,Live,From 27/12/2016 To 26/12/2018,http://www.sma.org.sg/smacf,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NjliN2EyOTItNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,SMA CHARITY FUND,2 COLLEGE ROAD #02-00  Singapore 169850,Health
201313718D,Registered,12/04/2016,Not applicable,Not applicable,http://www.sahajmarg.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NmI3ZjUyNTEtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,SMSF LIMITED,8 NEW INDUSTRIAL ROAD #05-03 LHK 3 Singapore 536200,Others
S87SS0049C,Registered,12/05/1988,Not applicable,Not applicable,http://www.smyrnaassembly.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OWM5N2Y3YWUtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Smyrna Assembly,3 Yishun Street 11   Singapore 768645,Religious
T02CC1573C,Registered,08/06/2002,Live,From 01/09/2016 To 31/08/2018,http://www.snec.com.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZTkyYTFjMWUtN2I2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,SNEC HEALTH ENDOWMENT FUND,11 THIRD HOSPITAL AVENUE   Singapore 168751,Health
T02CC1574K,Registered,08/06/2002,Live,From 01/04/2017 To 31/03/2019,http://www.snec.com.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ODVhMmYzYzktNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,SNEC HEALTH RESEARCH ENDOWMENT FUND,11 THIRD HOSPITAL AVENUE   Singapore 168751,Health
S87CC0475C,Registered,06/08/1987,Not applicable,Not applicable,http://www.sreenarayanamission.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MDZlNjE0YjEtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,SNM WELFARE SERVICES,12 YISHUN AVENUE 5  SREE NARAYANA MISSION HOME FOR THE AGED SICK Singapore 768992,Social and Welfare
S87CC0464B,Registered,30/06/1987,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZDg4YzY4Y2QtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,SNPL CHARITY FUND,1000 Toa Payoh North  News Centre Singapore 318994,Social and Welfare
200813216C,Registered,05/12/2008,Live,From 01/05/2016 To 30/04/2018,http://www.socialcreatives.com,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MWNiMjRhNTctNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,SOCIAL CREATIVES LTD.,71 UBI CRESCENT #08-02 EXCALIBUR CENTRE Singapore 408571,Arts and Heritage
201203801G,Registered,14/03/2017,Not applicable,Not applicable,www.socialhealthgrowth.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OGRjMTExZjQtNzg2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,SOCIAL HEALTH GROWTH LTD.,200 JALAN SULTAN #03-17 TEXTILE CENTRE Singapore 199018,Social and Welfare
S91SS0038H,Registered,27/06/1991,Not applicable,Not applicable,http://www.ncss.gov.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ODFhYTljNzItNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Society Against Family Violence,545 Orchard Road #05-12 Far East Shopping Centre Singapore 238882,Social and Welfare
S91SS0100E,Registered,16/01/1992,Not applicable,Not applicable,http://www.sfcs.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZjQ3MzY2MTktN2I2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,SOCIETY FOR CONTINENCE (SINGAPORE),28 SIN MING LANE #05-143 MIDVIEW CITY Singapore 573972,Health
T02SS0042H,Registered,09/03/2004,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MzYwMjk1YWEtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Society for Eastern Culture Studies,71 LORONG 16 GEYLANG  CHONG DE CULTURAL BUILDING Singapore 398891,Arts and Heritage
S99SS0083E,Registered,11/10/2002,Not applicable,Not applicable,http://www.menshealth.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NTY4ZWNmM2UtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,SOCIETY FOR MEN'S HEALTH (SINGAPORE),28 SIN MING LANE #05-143 MIDVIEW CITY Singapore 573972,Health
S68SS0022J,Registered,06/02/1984,Live,From 01/09/2015 To 31/08/2018,http://www.societyagedsick.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NmQ5MmRlODMtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Society for The Aged Sick,130 Hougang Avenue 1   Singapore 538900,Health
S61SS0060B,Registered,25/04/1984,Live,From 01/01/2018 To 31/12/2020,http://www.spca.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZTA2ZGJjNmEtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,"SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS, SINGAPORE",50 SUNGEI TENGAH ROAD   Singapore 699012,Others
T00SS0172D,Registered,03/07/2004,Not applicable,Not applicable,http://www.spark.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YTI5Mzc3OWItNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Society for the Promotion of Attention Deficit Hyperactivity Disorder Research and Knowledge,1008 Toa Payoh North #03-08  Singapore 318996,Social and Welfare
T07SS0263K,Registered,01/03/2008,Live,From 01/05/2017 To 30/04/2021,http://www.wings.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MWM5ZjA4NDMtN2I2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,SOCIETY FOR WINGS,9 BISHAN PLACE #05-01 JUNCTION 8 OFFICE TOWER Singapore 579837,Social and Welfare
T03SS0066G,Registered,30/03/2005,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZDFjZWM0YTctNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Society of Charis Singers,5 Simei Street 3 #03-08 Eastpoint Green Singapore 529892,Arts and Heritage
201133829K,Registered,18/05/2012,Not applicable,Not applicable,http://www.mas-jesuits.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZGUzYzAwMDktNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,SOCIETY OF JESUS (SINGAPORE) LIMITED,8 VICTORIA PARK ROAD  KINGSMEAD HALL Singapore 266492,Religious
S99SS0004E,Registered,11/11/2003,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MWIwMjk1YWEtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Society of Love and Compassion,349B Geylang Road   Singapore 389370,Religious
T00SS0066C,Registered,05/11/1999,Live,From 01/07/2017 To 31/12/2019,www.shenghong.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MjZlYzNjZDYtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Society of Sheng Hong Welfare Services,15 Arumugam Road   Singapore 409960,Social and Welfare
S61SS0149B,Registered,05/03/1986,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NjI1YTc5MDgtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Society of St. Vincent De Paul (National Council of Singapore),7A LORONG 8 TOA PAYOH #04-01 AGAPE VILLAGE Singapore 319264,Social and Welfare
S87SS0006F,Registered,20/11/1990,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NjY5MWVhNzgtNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,"Society of Teng San Tian Hock Temple, The",489 Serangoon North Avenue 1   Singapore 555891,Religious
T08SS0029L,Registered,14/03/2009,Not applicable,Not applicable,www.InfantJesusSG.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MTBjNjUyZTgtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Society of the Infant Jesus (Singapore),10E BRADDELL HILL #20-19 BRADDELL VIEW Singapore 579724,Religious
200903562K,Registered,01/07/2009,Not applicable,Not applicable,http://www.step-asia.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YzdmZGVjZTctNzg2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,SOLUTIONS TO END POVERTY (STEP) LTD.,17T LIMAU GARDEN   Singapore 466318,Others
201601389E,Registered,15/06/2017,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=Nzc5ZGE1MjctN2ZmMy1lNjExLTllNTUtMDA1MDU2OTYyODYw,Singapore,SONJA HOPE FOUNDATION LTD.,4 BATTERY ROAD #25-01 BANK OF CHINA BUILDING Singapore 049908,Others
S85CC0257D,Registered,06/11/1985,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=M2Q0MThkMjEtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,SOON HONG KEE SCHOLARSHIP TRUST FUND,70 BARKER ROAD #4-2  Singapore 309936,Education
S97SS0176B,Registered,21/03/2003,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MGFmNGFiOTEtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Soon Leng Keng,5A Choa Chu Kang St 51   Singapore 689339,Religious
S94SS0123G,Registered,16/11/1994,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=N2VhNTU2M2QtN2I2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Soon Leng Temple,9 Choa Chu Kang Street 51   Singapore 689341,Religious
