address,city,contact_number,country,description,email,name,website
"Jl. Bunga Duri II no.2
Kemaraya
Kendari 93212 - SULAWESI TENGGARA",,0401-324914,Indonesia,"['Jl. Bunga Duri II no.2\nKemaraya', 'Kendari 93212 - SULAWESI TENGGARA', 'Ph. 0401-324914 Fax. 0401-324914', 'Email: Insani@kendari.wasantara.net.id']",Insani@kendari.wasantara.net.id,Yayasan Bina Insani Indonesia,
"Kompleks Perumahan Unhalu Blok F17 Anduonohu
Kendari 93232 - SULAWESI TENGGARA",,0401-392545,Indonesia,"['Kompleks Perumahan Unhalu Blok F17 Anduonohu', 'Kendari 93232 - SULAWESI TENGGARA', 'Ph. 0401-392545 ', 'Email: yblisultra@telkom.net']",yblisultra@telkom.net,Yayasan Bina Laut Indonesia(YBLI),
"Jl. Torada no.4
Kel. Bende
Kendari 93117 - SULAWESI TENGGARA",,0401-390531,Indonesia,"['Jl. Torada no.4\nKel. Bende', 'Kendari 93117 - SULAWESI TENGGARA', 'Ph. 0401-390531;0816247751 ']",,Yayasan Bina Mutu Sulawesi  Tenggara(YBM Sultra),
"Jl. Betoambari no.74
Bau-Bau - SULAWESI TENGGARA",,0402-22586,Indonesia,"['Jl. Betoambari no.74', 'Bau-Bau - SULAWESI TENGGARA', 'Ph. 0402-22586, 21763 ']",,Yayasan Bina Perempuan Mandiri(YBPM),
"Jl. Wayong No. 25B
Kendari 95113 - SULAWESI TENGGARA",,0401-323320,Indonesia,"['Jl. Wayong No. 25B', 'Kendari 95113 - SULAWESI TENGGARA', 'Ph. 0401-323320,08124215444 Fax. 0401-321003', 'Email: Alsinki@kendari.wasantara.net.id']",Alsinki@kendari.wasantara.net.id,Yayasan Bina Potensi Desa(SINTESA),
"Jl. Bunga Kemuning 10-C  Kemaraya
Kendari 93121 - SULAWESI TENGGARA",,0401-3128267,Indonesia,"['Jl. Bunga Kemuning 10-C  Kemaraya', 'Kendari 93121 - SULAWESI TENGGARA', 'Ph. 0401-3128267; 085241748872 ', 'Email: yasinta_kendari@yahoo.co.id; sahariramadhan72@yahoo.com']",yasinta_kendari@yahoo.co.id; sahariramadhan72@yahoo.com,Yayasan Bina Potensi Wanita(YASINTA),
"Jl.Seram No.4A Bau-bau
Buton 93711 - SULAWESI TENGGARA",,,Indonesia,"['Jl.Seram No.4A Bau-bau', 'Buton 93711 - SULAWESI TENGGARA']",,Yayasan Bina Sejahtera(YBS),
"Jl. Pemuda Km 6 no.36
Kel. Lalombaa Kec. Kolaka
Kolaka 93518 - SULAWESI TENGGARA",,0405-21672,Indonesia,"['Jl. Pemuda Km 6 no.36\nKel. Lalombaa Kec. Kolaka', 'Kolaka 93518 - SULAWESI TENGGARA', 'Ph. 0405-21672 ']",,Yayasan Bina Sumber Karya Mandiri(YBSKM),
"Kompleks Perumahan dosen Unhalu Blok F Andounohu
Kendari 93239 - SULAWESI TENGGARA",,0401-392589,Indonesia,"['Kompleks Perumahan dosen Unhalu Blok F Andounohu', 'Kendari 93239 - SULAWESI TENGGARA', 'Ph. 0401-392589 ']",,Yayasan Biru Laut I,
"Jl. La Ode Boha No. 39 Kec. Betoambari
Baubau 93721 - SULAWESI TENGGARA",,0402-23579,Indonesia,"['Jl. La Ode Boha No. 39 Kec. Betoambari', 'Baubau 93721 - SULAWESI TENGGARA', 'Ph. 0402-23579 Fax. 0402-24316']",,Yayasan Buana Hijau(YBH),
"Jl.limbo wolio no.18
Bau Bau - SULAWESI TENGGARA",,0420-23418,Indonesia,"['Jl.limbo wolio no.18', 'Bau Bau - SULAWESI TENGGARA', 'Ph. 0420-23418 Fax. 0402-23418']",,Yayasan Buana Lestari(YBL),
"Jl.Kelapa No.23 B Bau-bau,
Buton - SULAWESI TENGGARA",,0402-22038,Indonesia,"['Jl.Kelapa No.23 B Bau-bau,', 'Buton - SULAWESI TENGGARA', 'Ph. 0402-22038 ']",,Yayasan Cikal(YC),
"Jl. Torada/5 Wua-Wua
Kendari 93117 - SULAWESI TENGGARA",,0401-26128,Indonesia,"['Jl. Torada/5 Wua-Wua', 'Kendari 93117 - SULAWESI TENGGARA', 'Ph. 0401-26128 Fax. 0401-22666']",,Yayasan Hijau Sejahtera,
"Jl. Imam Bonjol no. 9B
Bau-bau
Kendari - SULAWESI TENGGARA",,0401-327947,Indonesia,"['Jl. Imam Bonjol no. 9B\nBau-bau', 'Kendari - SULAWESI TENGGARA', 'Ph. 0401-327947 ']",,Yayasan Indonesia Lestari(Yalnari),
"Jl. Melati no.16A Bende
Kendari 93117 - SULAWESI TENGGARA",,0401-392016,Indonesia,"['Jl. Melati no.16A Bende', 'Kendari 93117 - SULAWESI TENGGARA', 'Ph. 0401-392016 ']",,Yayasan Insan Muda Mandiri(YIMM),
"Jl. Ahmad Yani Lr. Sinar Surya no.1A
WuaWua
Kendari - SULAWESI TENGGARA",,0451-423752,Indonesia,"['Jl. Ahmad Yani Lr. Sinar Surya no.1A\nWuaWua', 'Kendari - SULAWESI TENGGARA', 'Ph. 0451-423752 Fax. 0451-423752', 'Email: Kaldl@telkom.net']",Kaldl@telkom.net,Yayasan Kerjasama Aksi untuk Desa & Lingkungan(KADL),
"Jl. Balaikota III no. 153
Kendari - SULAWESI TENGGARA",,0401-322158,Indonesia,"['Jl. Balaikota III no. 153', 'Kendari - SULAWESI TENGGARA', 'Ph. 0401-322158 ', 'Email: yki@hotmail.com']",yki@hotmail.com,Yayasan Kerjasama Internasional(YKI),
"Jl. Jend. Ahmad Yani Kompleks Pertanian No. 10, Kadia
Kendari 93117 - SULAWESI TENGGARA",,0401-390628,Indonesia,"['Jl. Jend. Ahmad Yani Kompleks Pertanian No. 10, Kadia', 'Kendari 93117 - SULAWESI TENGGARA', 'Ph. 0401-390628; 085240022208 Fax. 0401-329727', 'Email: ornopyakiin@yahoo.com']",ornopyakiin@yahoo.com,Yayasan Kreasi Insani Indonesia(YAKIIN),
"Jalan Kijang No. 2 Raha
Raha - SULAWESI TENGGARA",,081341945005,Indonesia,"['Jalan Kijang No. 2 Raha', 'Raha - SULAWESI TENGGARA', 'Ph. 081341945005 ', 'Email: yayasan.kritik@gmail.com']",yayasan.kritik@gmail.com,Yayasan Kritik(Kritik),
"Jl. Kelapa km 1, Lrg I no.9
Bau-Bau 93717 - SULAWESI TENGGARA",,0402-21550,Indonesia,"['Jl. Kelapa km 1, Lrg I no.9', 'Bau-Bau 93717 - SULAWESI TENGGARA', 'Ph. 0402-21550 ']",,Yayasan Lembaga Swadaya Membangun Kesejahteraan(GEMETRA),
"Jl. Bunga Matahari II no.45 QN
Kendari 93121 - SULAWESI TENGGARA",,0401-327947,Indonesia,"['Jl. Bunga Matahari II no.45 QN', 'Kendari 93121 - SULAWESI TENGGARA', 'Ph. 0401-327947 ']",,Yayasan Lingkungan Hidup Indonesia (YAHLI),
"Jl. Erlangga No. 15, Kel. Lanto
Baubau, Buton 93721 - SULAWESI TENGGARA",,0402-22765,Indonesia,"['Jl. Erlangga No. 15, Kel. Lanto', 'Baubau, Buton 93721 - SULAWESI TENGGARA', 'Ph. 0402-22765 ']",,Yayasan Pelayanan Kesehatan (YAPELKES ALMUKHLIS),
"Jl. Bunga Duri IV No. 1 Kemaraya
Kendari - SULAWESI TENGGARA",,0401-3122395,Indonesia,"['Jl. Bunga Duri IV No. 1 Kemaraya', 'Kendari - SULAWESI TENGGARA', 'Ph. 0401-3122395 ', 'Email: kersrindo@yahoo.com']",kersrindo@yahoo.com,Yayasan Pelayanan Kesejahteraan Rakyat Indonesia(YP.Kesrindo),
"Jl. Bunga Tanjung, Gg Bougenville no. 132 C
Kendari 93121 - SULAWESI TENGGARA",,0401-27365,Indonesia,"['Jl. Bunga Tanjung, Gg Bougenville no. 132 C', 'Kendari 93121 - SULAWESI TENGGARA', 'Ph. 0401-27365 Fax. 0401-22768']",,Yayasan Pemberdayaan Masyarakat(YPM),
"Jl. Jend. Sudirman 106
Kendari 93127 - SULAWESI TENGGARA",,0401-326968,Indonesia,"['Jl. Jend. Sudirman 106', 'Kendari 93127 - SULAWESI TENGGARA', 'Ph. 0401-326968 ']",,Yayasan Pembinaan dan Pemberdayaan Masyarakat Indonesia(YAPPMI),
"Jl. Bunga Kumala no.17B
Kendari 93121 - SULAWESI TENGGARA",,0401-328267,Indonesia,"['Jl. Bunga Kumala no.17B', 'Kendari 93121 - SULAWESI TENGGARA', 'Ph. 0401-328267 Fax. 0401-321600']",,Yayasan Penelitian Pengkajian Pendidikan dan Bantuan Hukum(YP3BH),
"Jl. Kancil no.8B
Kelurahan Anduonohu
Kendari 93232 - SULAWESI TENGGARA",,0401-392936,Indonesia,"['Jl. Kancil no.8B\nKelurahan Anduonohu', 'Kendari 93232 - SULAWESI TENGGARA', 'Ph. 0401-392936 Fax. 0401-392936']",,Yayasan Pengembangan Humaniora dan Lingkungan(Yapahla),
"Jl. Beto Ambari 90
Baubau 93722 - SULAWESI TENGGARA",,0402-24274,Indonesia,"['Jl. Beto Ambari 90', 'Baubau 93722 - SULAWESI TENGGARA', 'Ph. 0402-24274 ']",,Yayasan Pengembangan Kawasan Pantai,
"Jl. Murhum no.41E
Bau-Bau 93725 - SULAWESI TENGGARA",,0402-24481,Indonesia,"['Jl. Murhum no.41E', 'Bau-Bau 93725 - SULAWESI TENGGARA', 'Ph. 0402-24481 ']",,Yayasan Pengembangan Lingkungan & Ekonomi Masyarakat(Palem),
"BTN Kendari Permai Permai Blok G2/14
Kendari 93232 - SULAWESI TENGGARA",,0401-392378,Indonesia,"['BTN Kendari Permai Permai Blok G2/14', 'Kendari 93232 - SULAWESI TENGGARA', 'Ph. 0401-392378 ']",,Yayasan Pengembangan Lingkungan dan Ekonomi Kerakyatan(YAPELRA),
"Jl. By Pass No. 9A
Kendari 93117 - SULAWESI TENGGARA",,0401-392989,Indonesia,"['Jl. By Pass No. 9A', 'Kendari 93117 - SULAWESI TENGGARA', 'Ph. 0401-392989; 08124120405 ', 'Email: pelita@kendari.wasantara.net.id']",pelita@kendari.wasantara.net.id,Yayasan Pengembangan Lingkungan dan Wanita(Pelita),
"Jl. Bunga Nusa Indah II No. 6 Kemaraya
Kendari 93121 - SULAWESI TENGGARA",,0401-322967,Indonesia,"['Jl. Bunga Nusa Indah II No. 6 Kemaraya', 'Kendari 93121 - SULAWESI TENGGARA', 'Ph. 0401-322967 Fax. 0401-321600', 'Email: yp2sdm@kendari.wasantara.net.id/yp2sdm@telkom.net']",yp2sdm@kendari.wasantara.net.id/yp2sdm@telkom.net,Yayasan Pengkajian dan Pembinaan Sumber Daya Manusia(YP2SDM),
"Jl. Dr. Sam Ratulangi no. 176
Kendari - SULAWESI TENGGARA",,0401-26839,Indonesia,"['Jl. Dr. Sam Ratulangi no. 176', 'Kendari - SULAWESI TENGGARA', 'Ph. 0401-26839 ']",,Yayasan Pengkajian Pembinaan Sumberdaya Wanita,
"Jl. Rambutan II no. 69 Wua-wua
Kendari 93117 - SULAWESI TENGGARA",,0401-391146,Indonesia,"['Jl. Rambutan II no. 69 Wua-wua', 'Kendari 93117 - SULAWESI TENGGARA', 'Ph. 0401-391146 ']",,Yayasan Penyelamatan dan Pengembangan Lingkungan(YAPEPELI),
"Perumahan Unhalu Blok E/20
Anduonohu
Kendari - SULAWESI TENGGARA",,0401-392538,Indonesia,"['Perumahan Unhalu Blok E/20\nAnduonohu', 'Kendari - SULAWESI TENGGARA', 'Ph. 0401-392538 ']",,Yayasan Perempuan Indonesia(YPI),
"Jl. Muh. Yamin No. 5
Bau-Bau 93714 - SULAWESI TENGGARA",,0401-21601,Indonesia,"['Jl. Muh. Yamin No. 5', 'Bau-Bau 93714 - SULAWESI TENGGARA', 'Ph. 0401-21601 Fax. 0402- 21601', 'Email: cai02@internux.web.id']",cai02@internux.web.id,Yayasan Perempuan Wolio(YAPENLI),
"Jl. Kongoasa no. 193
Unaaha - SULAWESI TENGGARA",,0408-21787,Indonesia,"['Jl. Kongoasa no. 193', 'Unaaha - SULAWESI TENGGARA', 'Ph. 0408-21787 ']",,Yayasan Plasma Indonesia(YPI),
"Jl. Saranani no.226 C
Kelurahan Bende
Kendari 93117 - SULAWESI TENGGARA",,0401-327517,Indonesia,"['Jl. Saranani no.226 C\nKelurahan Bende', 'Kendari 93117 - SULAWESI TENGGARA', 'Ph. 0401-327517; 081341671260 Fax. 0401-327517', 'Email: simponi@kendari.wasantara.net.id']",simponi@kendari.wasantara.net.id,Yayasan Simponi Kendari(Yasik),
"Jl. Saranani 27, P.O. Box 67
Kendari 93111 - SULAWESI TENGGARA",,0401-322683,Indonesia,"['Jl. Saranani 27, P.O. Box 67', 'Kendari 93111 - SULAWESI TENGGARA', 'Ph. 0401-322683, 322850, 081293694 Fax. 0401-322666', 'Email: sama@kendari.wasantara.net.id']",sama@kendari.wasantara.net.id,Yayasan Swadaya Masyarakat(SAMA),
"Jl. Anoa No. 17
Bau-bau - SULAWESI TENGGARA",,0402-21892,Indonesia,"['Jl. Anoa No. 17', 'Bau-bau - SULAWESI TENGGARA', 'Ph. 0402-21892 ']",,Yayasan Tunas Karya(SURYA),
"Jl. Betoambari No. 52
Bau-Bau 93721 - SULAWESI TENGGARA",,0402-23147,Indonesia,"['Jl. Betoambari No. 52', 'Bau-Bau 93721 - SULAWESI TENGGARA', 'Ph. 0402-23147 ']",,Yayasan Wahana Bhakti,
"Desa Mananti
Sinjai - SULAWESI TENGGARA",,,Indonesia,"['Desa Mananti', 'Sinjai - SULAWESI TENGGARA']",,Ypta Ikhtiar,
"Jl. Teratai no. 223 Tayango
Kel. Balituangga Limboro
Limboto 96212 - GORONTALO",,0435-81598,Indonesia,"['Jl. Teratai no. 223 Tayango\nKel. Balituangga Limboro', 'Limboto 96212 - GORONTALO', 'Ph. 0435-81598, 80033 Fax. 0435-81598']",,Himpunan Pengelola Sumber Daya dan Lingkungan Hidup(Himpalah),
"Jl. Rambutan Kel. Wangobutu Komp. Kantor Kecamatan
Gorontalo - GORONTALO",,,Indonesia,"['Jl. Rambutan Kel. Wangobutu Komp. Kantor Kecamatan', 'Gorontalo - GORONTALO']",,Koalisi Kebijakan Partisipatif Gorontalo(KKP),
"Jl. Bali no.38 Kel. Palubala
Gorontalo - GORONTALO",,,Indonesia,"['Jl. Bali no.38 Kel. Palubala', 'Gorontalo - GORONTALO']",,Lembaga Insan Reformasi(LIR),
"Jl. Mawar no.64 RT 2/7 Kel. Tenda Kec. Sota selatan
Gorontalo - GORONTALO",,0435-821691,Indonesia,"['Jl. Mawar no.64 RT 2/7 Kel. Tenda Kec. Sota selatan', 'Gorontalo - GORONTALO', 'Ph. 0435-821691 ']",,Lembaga Peduli Perempuan Gorontalo(LPPG),
"Perum BTN Blok Plan Marisa Blok O No.7 Marisa
Pohuwato - GORONTALO",,085256599621,Indonesia,"['Perum BTN Blok Plan Marisa Blok O No.7 Marisa', 'Pohuwato - GORONTALO', 'Ph. 085256599621 ']",,Lembaga Pengkajian dan Pengembangan Wilayah Pohuwato(LP2W Pohuwato),
"Jl. 23 Januari samping Hotel Wisata
Gorontalo - GORONTALO",,,Indonesia,"['Jl. 23 Januari samping Hotel Wisata', 'Gorontalo - GORONTALO', 'Email: rohas@yahoo.com']",rohas@yahoo.com,Lembaga Pengkajian Pengembangan Ekonomi Manajemne dan Kebijakan Publik(LP2EMKP),
"Jl. S. Maloso no.246
Mapili
Polman - SULAWESI BARAT",,0428-51446,Indonesia,"['Jl. S. Maloso no.246\nMapili', 'Polman - SULAWESI BARAT', 'Ph. 0428-51446 ']",,Pusat Kegiatan Belajar Masyarakat Atjo Djalawali(Atjo Djawali),
"Jl. Poros Majene-Mamuju Km 45
Majene - SULAWESI BARAT",,,Indonesia,"['Jl. Poros Majene-Mamuju Km 45', 'Majene - SULAWESI BARAT']",,Saq-Adawang Sendana,
"Jl. KH Muh Saleh No.22 Kel Sidodadi
Kec. Wonomulyo
Kabupaten Poliwali Mandar 91353 - SULAWESI BARAT",,085242137206,Indonesia,"['Jl. KH Muh Saleh No.22 Kel Sidodadi\nKec. Wonomulyo', 'Kabupaten Poliwali Mandar 91353 - SULAWESI BARAT', 'Ph. 085242137206 ', 'Email: cocoakil@gmail.com']",cocoakil@gmail.com,Wasiat Sulbar(Wasiat Sulbar),
"Jl. Jend Ahmad Yani no,23-25
Polman - SULAWESI BARAT",,,Indonesia,"['Jl. Jend Ahmad Yani no,23-25', 'Polman - SULAWESI BARAT']",,Yayasan Duta Pelayanan Masyarakat(YDPM),
"Jl. Poros Mejene-Mamuju km 34,5
Binaga, desa Pundau Kec. Sendana
Majene 91452 - SULAWESI BARAT",,081355996110,Indonesia,"['Jl. Poros Mejene-Mamuju km 34,5\nBinaga, desa Pundau Kec. Sendana', 'Majene 91452 - SULAWESI BARAT', 'Ph. 081355996110; 085242607494 ', 'Email: ypmmd@indosat.net.id; forornop_sulbar@yahoo.com', 'Web: www.mangrovesulbar.blogspot.com']",ypmmd@indosat.net.id; forornop_sulbar@yahoo.com,Yayasan Pemuda Mitra Masyarakat Desa(YPMMD),www.mangrovesulbar.blogspot.com
"Jl. Buru 137 K/2 Polewali
Mandar - SULAWESI BARAT",,,Indonesia,"['Jl. Buru 137 K/2 Polewali', 'Mandar - SULAWESI BARAT']",,Yayasan Pengembangan dan Penelitian Desa,
"Kantor Gubernur Lt.4
Jl. Raya Pattimura No.1
Ambon - MALUKU",,0911-3336359,Indonesia,"['Kantor Gubernur Lt.4\nJl. Raya Pattimura No.1', 'Ambon - MALUKU', 'Ph. 0911-3336359 Fax. 0911-354084', 'Email: pesan@advance-maluku.com']",pesan@advance-maluku.com,Advance Maluku(Advance Maluku),
"Desa Kamal, Kec. Kainatu, Seram Barat Dua
Maluku Tengah - MALUKU",,,Indonesia,"['Desa Kamal, Kec. Kainatu, Seram Barat Dua', 'Maluku Tengah - MALUKU']",,Am GPM - Kamal,
"Jl. Cendrawasih 31/24
Ambon - MALUKU",,,Indonesia,"['Jl. Cendrawasih 31/24', 'Ambon - MALUKU']",,Christhoper,
"Jl. Rijali no.9 (Belakang Pabrik Roti Sarindah)
Ambon - MALUKU",,,Indonesia,"['Jl. Rijali no.9 (Belakang Pabrik Roti Sarindah)', 'Ambon - MALUKU', 'Email: iwj_mmh@yahoo.com']",iwj_mmh@yahoo.com,Gerakan Perempuan Peduli(GPP),
"Komp. Ormu Wari, Desa Bawe, Kec. Depapare
Maluku - MALUKU",,,Indonesia,"['Komp. Ormu Wari, Desa Bawe, Kec. Depapare', 'Maluku - MALUKU']",,Group Lestari Rafeni Raya(GLRR),
"Jl. Dr. Kayadoe Rt003/05
Kudamati
Ambon - MALUKU",,0911-311816,Indonesia,"['Jl. Dr. Kayadoe Rt003/05\nKudamati', 'Ambon - MALUKU', 'Ph. 0911-311816 Fax. 0911-311816']",,Hualopu(Hualopu),
"Jl. Gudang Arang No.21 Rt 002/06
Kelurahan Banteng Kecamatan Nusaniwe
Ambon 97117 - MALUKU",,0911-356645,Indonesia,"['Jl. Gudang Arang No.21 Rt 002/06\nKelurahan Banteng Kecamatan Nusaniwe', 'Ambon 97117 - MALUKU', 'Ph. 0911-356645 Fax. 0911-312889', 'Email: inlulins@yahoo.com']",inlulins@yahoo.com,Institut Kepulauan Kecil Dangkalan Sahul (INLULINS),
"Jl. Sultan Babullah No. 52, Samping Toko Binaya Kelurahan Waihaong
Ambon - MALUKU",,0911-321771,Indonesia,"['Jl. Sultan Babullah No. 52, Samping Toko Binaya Kelurahan Waihaong', 'Ambon - MALUKU', 'Ph. 0911-321771 ;082197611471 Fax. 0911-312445', 'Email: office_itdm@yahoo.com']",office_itdm@yahoo.com,Institut Tifa Damai Maluku(ITDM),
"Jl. Silale SK 48/6
Ambon - MALUKU",,,Indonesia,"['Jl. Silale SK 48/6', 'Ambon - MALUKU']",,IPLH Garuda,
Ambon - MALUKU,,0911-21665,Indonesia,"['Ambon - MALUKU', 'Ph. 0911-21665 Fax. 0916-21902', 'Email: sekretariat@baileo.or.id', 'Web: www.baileo.or.id']",sekretariat@baileo.or.id,Jaringan Baileo Maluku(Baileo),www.baileo.or.id
"Haruku, kec. P. Haruku
Maluku - MALUKU",,,Indonesia,"['Haruku, kec. P. Haruku', 'Maluku - MALUKU']",,Kewang Haruku,
"Kec. P. Saparua
Maluku - MALUKU",,,Indonesia,"['Kec. P. Saparua', 'Maluku - MALUKU']",,Kewang Ihamahu,
"Jl. Jenderal Sudirman no.125 Rt.006/04
Galungung, Batu Merah Atas
Ambon 97128 - MALUKU",,0911-355131,Indonesia,"['Jl. Jenderal Sudirman no.125 Rt.006/04\nGalungung, Batu Merah Atas', 'Ambon 97128 - MALUKU', 'Ph. 0911-355131; 081343006070 Fax. 0911-355131', 'Email: lakpesmalk@yahoo.com']",lakpesmalk@yahoo.com,Lembaga Kajian dan Pengembangan SDM NU Maluku(Lakpesdam NU Maluku),
"Jl. BTN Kebun Cengkeh Blok C1 no.16
Ambon - MALUKU",,0911-355315,Indonesia,"['Jl. BTN Kebun Cengkeh Blok C1 no.16', 'Ambon - MALUKU', 'Ph. 0911-355315; 355342 Fax. 0911-355315']",,Lembaga Kajian dan Pengembangan Sumber Daya Manusia - Ambon(Lakpesdam NU-Ambon),
"Jl. Anugrah Karang Panjang
Ambon - MALUKU",,0911-349423,Indonesia,"['Jl. Anugrah Karang Panjang', 'Ambon - MALUKU', 'Ph. 0911-349423 Fax. 0911-349423', 'Email: lppmamq@yahoo.com']",lppmamq@yahoo.com,Lembaga Partisipasi Pengembangan Masyarakat(LPPM),
"Jl. Pattimura No. 5
Ambon 97124 - MALUKU",,2937,Indonesia,"['Jl. Pattimura No. 5', 'Ambon 97124 - MALUKU', 'Ph. 2937 ']",,LPES Rinamakana,
"Rt. 002/Rw. 08 Ohoibun Barat - Langgur
Tual 97611 - MALUKU
Fax. 0916-22390",,,Indonesia,"['Rt. 002/Rw. 08 Ohoibun Barat - Langgur', 'Tual 97611 - MALUKU', 'Fax. 0916-22390']",,Panti Asuhan Giovanni,
"Jl. Raya Debut Kolser Desa Langgar
Maluku Tenggara - MALUKU",,0852-43472347,Indonesia,"['Jl. Raya Debut Kolser Desa Langgar', 'Maluku Tenggara - MALUKU', 'Ph. 0852-43472347 ']",,Pusat Aspirasi Rakyat(PAR),
"Jl. Dr. Kayadoe Sk 26/1
Ambon - MALUKU",,0911-352443,Indonesia,"['Jl. Dr. Kayadoe Sk 26/1', 'Ambon - MALUKU', 'Ph. 0911-352443 Fax. 0911-352443', 'Email: titamae@ambon.wasantara.net.id']",titamae@ambon.wasantara.net.id,Tita Mae Foundation(YTM),
"Jl. Pokarina Ohoibun Atas (Samping Bengkel Anugrah)
Kota Langgur MALUKU TENGGARA - MALUKU",,0916-23953,Indonesia,"['Jl. Pokarina Ohoibun Atas (Samping Bengkel Anugrah)', 'Kota Langgur MALUKU TENGGARA - MALUKU', 'Ph. 0916-23953; 082231610171 ']",,WWF Maluku Tenggara(WWF),
"Jl. Cendrawasih, Gg. Virgo no.21 Soya Kecil
Ambon - MALUKU",,,Indonesia,"['Jl. Cendrawasih, Gg. Virgo no.21 Soya Kecil', 'Ambon - MALUKU', 'Email: arikalmahina@yahoo.co.uk']",arikalmahina@yahoo.co.uk,Yayasan Arikal Mahina(YAM),
"Komp. Perumnas Poka, Blok III No. 116, Jl. Momar III, Kelurahan Tihu
Ambon 97233 - MALUKU",,0911-379-254,Indonesia,"['Komp. Perumnas Poka, Blok III No. 116, Jl. Momar III, Kelurahan Tihu', 'Ambon 97233 - MALUKU', 'Ph. 0911-379-254, 68339, 378-339 Fax. 0911- 378800, 378287']",,Yayasan Arman (Pengembangan Alam Raya dan Masyarakat Niaga)(ARMAN),
"Jl. Teripang no.43
Perumnas
Tual 97611 - MALUKU",,0916-21661,Indonesia,"['Jl. Teripang no.43\nPerumnas', 'Tual 97611 - MALUKU', 'Ph. 0916-21661; 081247418600 Fax. 0916-21661', 'Email: reclonsil@yahoo.co.id']",reclonsil@yahoo.co.id,Yayasan Bina Masyarakat Desa(YBMD),
"Desa Siditan Kecamatsn Pulau Dullah
Tual KOTA TUAL - MALUKU",,081343064196,Indonesia,"['Desa Siditan Kecamatsn Pulau Dullah', 'Tual KOTA TUAL - MALUKU', 'Ph. 081343064196 ']",,Yayasan Elmasrum(Elmasrum),
"Jl. Mutiara No. 54, Kel. Rijali, Kec. Sirimau, Mardika
Ambon KOTA AMBON - MALUKU",,0911- 346129,Indonesia,"['Jl. Mutiara No. 54, Kel. Rijali, Kec. Sirimau, Mardika', 'Ambon KOTA AMBON - MALUKU', 'Ph. 0911- 346129 ', 'Email: info@hekaleka.org; ppam@hekaleka.org', 'Web: www.ppam.org']",info@hekaleka.org; ppam@hekaleka.org,Yayasan Hekal(Heka Leka),www.ppam.org
"Jl. Dr. Leimena Rt.04/01, Dusun Sahuru - Desa Hative Besar  Kec Teluk Ambon Baguala . P.O
Ambon 97000 - MALUKU",,,Indonesia,"['Jl. Dr. Leimena Rt.04/01, Dusun Sahuru - Desa Hative Besar  Kec Teluk Ambon Baguala . P.O', 'Ambon 97000 - MALUKU']",,Yayasan Hualopu,
"Kompleks Pandan Rt002/08
Langgur Maluku Tenggara
Tual 97611 - MALUKU",,0916-22163,Indonesia,"['Kompleks Pandan Rt002/08\nLanggur Maluku Tenggara', 'Tual 97611 - MALUKU', 'Ph. 0916-22163 Fax. 0916-22163']",,Yayasan Karya Kasih(YKK),
"Desa Debut, Kei Kecil
Tual 97651 - MALUKU",,0916-21347,Indonesia,"['Desa Debut, Kei Kecil', 'Tual 97651 - MALUKU', 'Ph. 0916-21347 ']",,Yayasan Karya Swadaya(YKS),
"Jl. Said Perintah no.74
Maluku 97127 - MALUKU",,0911-341622,Indonesia,"['Jl. Said Perintah no.74', 'Maluku 97127 - MALUKU', 'Ph. 0911-341622; 081343002064 Fax. 0911-341622']",,Yayasan Kiranis(YK),
"Jl. Perumda no.53 Ohoijang
Tual - MALUKU",,0916-22163,Indonesia,"['Jl. Perumda no.53 Ohoijang', 'Tual - MALUKU', 'Ph. 0916-22163; 085243179728 Fax. 0916-22163']",,Yayasan Lepa-Lepa Maluku(Lema),
"Ds.Evu, Po Box 154
Tual 97611 - MALUKU",,,Indonesia,"['Ds.Evu, Po Box 154', 'Tual 97611 - MALUKU']",,Yayasan Nen Mas II(YNMI),
"Desa Rumadian Kec. Kel Kecil
Tual - MALUKU",,0916-22368,Indonesia,"['Desa Rumadian Kec. Kel Kecil', 'Tual - MALUKU', 'Ph. 0916-22368; 081343066373 ', 'Email: tnirlomel@yahoo.co']",tnirlomel@yahoo.co,Yayasan Ning Fatnim(YNF),
"Jl. Sisingamangaraja-Petani Home-Passo
Ambon - MALUKU",,0911-362714,Indonesia,"['Jl. Sisingamangaraja-Petani Home-Passo', 'Ambon - MALUKU', 'Ph. 0911-362714; 3335211; 08134326 Fax. 0911-362714', 'Email: parakletosmaluku@yahoo.com ; bapa_r@yahoo.com']",parakletosmaluku@yahoo.com ; bapa_r@yahoo.com,Yayasan Parakletos(Parakletos),
"BTN Kebun Cengkeh Blok A5 no.11
Ambon - MALUKU",,0911-345475,Indonesia,"['BTN Kebun Cengkeh Blok A5 no.11', 'Ambon - MALUKU', 'Ph. 0911-345475; 081343045624 Fax. 0829- 345475', 'Email: yppm_maluku@yahoo,co,id', 'Web: www.yppm-maluku.com']","yppm_maluku@yahoo,co,id",Yayasan Pengembangan dan Pemberdayaan Masyarakat(YPPM),www.yppm-maluku.com
